#{"t_start": 1767463007.9922092, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
90.0,1215,1.960913
410.0,2917,2.851495
145.0,2869,5.017894
255.0,3351,7.543052
280.0,3025,9.950289
610.0,5075,14.098521
235.0,2617,16.282137
485.0,3545,19.219819
90.0,1911,20.866153
340.0,3799,24.152735
155.0,2593,26.307182
615.0,3893,29.597289
265.0,2601,31.658727
