#{"t_start": 1767462174.426534, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
255.0,2945,1.896636
95.0,2775,6.236231
125.0,1795,10.638877
200.0,3755,19.658414
230.0,3365,27.768654
365.0,3973,37.35851
80.0,1217,40.259153
150.0,2473,46.226006
75.0,2013,51.048363
430.0,3225,58.867247
40.0,1381,62.171909
15.0,1207,64.989263
275.0,3403,73.55233
50.0,1839,78.160251
45.0,1407,81.57564
390.0,3191,89.043916
