#{"t_start": 1767464148.2993596, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
255.0,2261,2818.592673
455.0,3343,2821.839442
675.0,3717,2825.417799
290.0,2541,3493.690669
380.0,2585,3505.451661
595.0,3105,3508.820192
250.0,2403,3511.350127
320.0,2762,3514.302077
100.0,1463,3515.808366
325.0,2761,3518.687081
575.0,3845,3522.798542
490.0,3713,3526.863383
355.0,3121,3530.116831
385.0,2697,3532.947793
435.0,3799,3536.911319
660.0,4423,3541.489091
225.0,2107,3543.65835
435.0,2517,3546.310381
430.0,3321,3549.752861
430.0,3835,3553.77971
775.0,4017,3558.262896
515.0,3897,3562.479616
575.0,4310,3567.150867
700.0,4059,3571.413873
745.0,5385,3577.114719
550.0,4098,3581.358191
695.0,4647,3586.182407
355.0,3693,3590.14273
200.0,2149,3592.387368
505.0,3885,3596.562622
580.0,4389,3601.302718
510.0,3833,3605.415159
680.0,3607,3609.233207
600.0,3803,3620.663103
520.0,3463,3624.256495
430.0,3361,3627.684938
250.0,2381,3630.184586
500.0,3641,3633.882402
415.0,2911,3636.878927
425.0,3215,3640.015187
470.0,2253,3642.245316
340.0,2584,3644.775182
680.0,3647,3648.465953
600.0,4329,3652.723109
440.0,3197,3655.820531
415.0,2327,3658.080793
585.0,4028,3661.990255
495.0,4339,3666.411874
235.0,2409,3668.89266
440.0,2861,3671.833569
250.0,3077,3675.003434
515.0,3823,3679.008794
340.0,3439,3683.405707
710.0,3855,3687.590709
495.0,3795,3691.593602
540.0,3660,3695.544409
465.0,4129,3700.190407
390.0,2412,3703.140524
555.0,2497,3706.098922
360.0,2807,3709.740893
785.0,4064,3714.355871
500.0,3813,3718.917787
310.0,3053,3722.381517
330.0,2719,3725.771522
440.0,3385,3738.384323
575.0,3896,3742.53905
260.0,2347,3744.976461
520.0,4341,3749.492474
540.0,3705,3753.450322
375.0,3391,3757.106846
525.0,2703,3759.920775
515.0,3634,3764.058326
335.0,2461,3767.253451
725.0,3753,3771.30918
600.0,3115,3774.649274
420.0,3145,3777.914255
355.0,2997,3781.017695
340.0,2613,3783.700119
775.0,6079,3789.802316
550.0,3534,3793.265438
645.0,3069,3796.275266
350.0,2361,3798.603074
395.0,2711,3801.331097
335.0,2593,3803.898089
745.0,3651,3807.458922
745.0,3885,3811.313136
450.0,2761,3814.091831
485.0,2611,3816.660793
525.0,3703,3820.283551
450.0,2945,3823.226649
745.0,3975,3827.201897
345.0,2663,3829.926003
340.0,2341,3832.357721
490.0,4051,3837.204354
505.0,4353,3850.874904
970.0,4445,3855.658601
465.0,3697,3859.560949
225.0,2463,3862.18881
330.0,3313,3865.763182
355.0,2773,3868.70112
465.0,3219,3872.261109
515.0,3065,3875.536006
545.0,4081,3879.817676
490.0,3655,3883.693661
365.0,2741,3886.63834
390.0,3355,3890.227638
365.0,3149,3893.576947
515.0,3301,3897.154508
560.0,2807,3900.104064
770.0,4213,3904.614131
310.0,2813,3907.579094
455.0,3451,3911.216624
340.0,2551,3914.002196
420.0,2807,3916.994862
310.0,2838,3920.032836
510.0,3581,3923.87682
545.0,4197,3928.296172
660.0,3925,3932.386071
455.0,3707,3936.357165
365.0,2601,3939.117771
520.0,3349,3942.692433
545.0,4675,3947.66107
420.0,3333,3951.154768
600.0,4373,3955.831205
360.0,3119,3967.998802
650.0,3915,3972.189013
425.0,3599,3976.034332
460.0,3555,3979.778624
725.0,3712,3983.724564
665.0,3865,3987.853582
575.0,4133,3992.195395
510.0,2981,3995.352156
570.0,4005,3999.565002
600.0,4083,4003.944527
545.0,4364,4008.544391
600.0,3301,4012.072963
305.0,3007,4015.357954
600.0,3597,4019.168823
320.0,2575,4021.915276
445.0,3351,4025.517743
545.0,4129,4029.851803
600.0,4247,4034.369265
570.0,4631,4039.281078
415.0,3317,4043.266288
275.0,2527,4046.156798
555.0,4023,4050.645092
410.0,3779,4054.805641
375.0,2533,4057.554588
750.0,5690,4063.575284
350.0,3723,4067.497745
545.0,4230,4071.86127
530.0,2809,4074.859356
555.0,4275,4088.858578
435.0,3973,4093.107997
785.0,4655,4098.153798
190.0,1979,4100.253723
545.0,3585,4104.09109
310.0,2057,4106.267986
115.0,2167,4108.55664
385.0,2726,4111.499448
645.0,3729,4115.604179
670.0,3043,4118.884943
700.0,3711,4122.876481
500.0,2891,4125.99851
580.0,4413,4130.657924
415.0,3351,4134.173131
570.0,4861,4139.310357
555.0,4189,4143.603221
330.0,2697,4146.39268
520.0,4229,4150.834991
570.0,4813,4155.815213
550.0,4050,4159.912172
935.0,4433,4164.467311
485.0,4259,4168.851004
325.0,2629,4171.698068
680.0,4073,4176.204004
475.0,3973,4180.332978
540.0,4323,4184.790071
525.0,4099,4189.017216
410.0,3199,4199.673907
605.0,4109,4203.981609
510.0,3745,4207.891637
455.0,2915,4210.943575
635.0,4595,4215.716009
755.0,3145,4218.97941
545.0,4461,4223.636873
400.0,3047,4226.796374
475.0,3681,4230.675018
330.0,2779,4233.556972
465.0,3671,4237.406191
520.0,3329,4240.882451
530.0,4447,4245.533346
715.0,5593,4251.402166
400.0,3043,4254.569072
800.0,4761,4259.585609
345.0,2617,4262.327919
350.0,3379,4265.902599
410.0,2695,4268.749439
335.0,2175,4271.06013
1030.0,5879,4277.261504
655.0,3501,4280.971944
475.0,3671,4284.825586
575.0,4621,4289.672136
550.0,4101,4293.951722
480.0,3275,4297.383009
430.0,3095,4300.637158
600.0,4867,4314.184384
235.0,2235,4316.546121
425.0,2963,4319.65276
600.0,4111,4323.998008
635.0,4845,4329.031319
600.0,3927,4333.108899
575.0,3885,4337.16246
800.0,4661,4342.022441
570.0,3939,4346.099286
255.0,2023,4348.264555
195.0,2027,4350.446457
610.0,3609,4354.28023
520.0,4141,4358.612408
515.0,3999,4362.778098
475.0,2637,4365.475591
490.0,3311,4368.965037
555.0,4511,4373.721352
525.0,4182,4378.057421
250.0,2221,4380.397194
335.0,3635,4384.192743
570.0,4041,4388.383206
605.0,3459,4391.985421
315.0,2111,4394.211777
745.0,4199,4398.593205
230.0,2205,4400.894627
445.0,3389,4404.535251
485.0,3551,4408.234854
665.0,3965,4412.386837
915.0,3827,4416.361788
520.0,3817,4428.828969
390.0,3493,4432.525728
720.0,5191,4437.899581
1365.0,6997,4445.141641
575.0,4511,4449.832533
480.0,3571,4453.482715
700.0,4263,4457.830472
560.0,3416,4461.309544
245.0,2123,4463.501582
700.0,3909,4467.536539
355.0,3436,4471.052472
545.0,4191,4475.348741
365.0,2761,4478.179338
340.0,2563,4480.837791
575.0,4402,4485.362597
470.0,3201,4488.65851
550.0,4359,4493.105582
575.0,4563,4497.802723
795.0,6043,4504.073198
690.0,3585,4507.74694
525.0,4586,4512.479071
490.0,3447,4515.980522
555.0,4552,4520.628138
755.0,3535,4524.245144
600.0,4019,4528.417546
390.0,2851,4531.361349
430.0,3161,4542.576837
550.0,3725,4546.380205
525.0,4383,4550.793745
420.0,3199,4554.062287
610.0,4221,4558.40007
495.0,3473,4561.957505
550.0,4196,4566.263939
510.0,4403,4570.804045
490.0,3417,4574.280817
615.0,3511,4577.878774
1085.0,6778,4584.851955
260.0,2741,4587.682053
570.0,3243,4591.068722
435.0,2263,4593.423202
165.0,1951,4595.489226
600.0,4105,4599.748684
465.0,4129,4604.070271
460.0,2859,4607.086345
575.0,3944,4611.672552
670.0,4457,4616.510836
585.0,2885,4619.730399
580.0,3273,4623.505471
830.0,3985,4627.711484
540.0,3905,4631.706778
555.0,3993,4635.844507
470.0,3919,4639.897733
300.0,2687,4642.686073
760.0,4481,4654.937484
280.0,3265,4658.325996
545.0,3987,4662.448042
120.0,2177,4664.662295
770.0,4831,4669.616976
525.0,3095,4672.791349
600.0,4237,4677.253606
525.0,4083,4681.920354
500.0,2713,4685.133729
715.0,3505,4688.84337
715.0,4043,4693.060617
600.0,4125,4697.413308
420.0,3213,4700.766983
515.0,4035,4704.959497
300.0,2797,4707.876962
535.0,4225,4712.271033
305.0,2347,4714.760809
475.0,3409,4718.314906
695.0,4087,4722.514895
570.0,4556,4727.191015
515.0,3307,4730.581889
310.0,2565,4733.234344
325.0,2606,4735.939216
1000.0,4295,4740.34673
495.0,2683,4743.090173
715.0,4353,4747.599362
575.0,4601,4752.580756
580.0,4737,4758.116526
600.0,4019,4774.553664
400.0,3065,4777.67678
600.0,4553,4782.376582
265.0,2671,4785.237643
1200.0,7365,4792.93739
490.0,2513,4795.56979
575.0,4487,4800.244851
400.0,2653,4802.976805
690.0,4873,4808.003232
620.0,3535,4811.647037
740.0,4146,4815.962287
1100.0,6449,4822.599259
605.0,3735,4826.417964
495.0,3597,4830.121555
600.0,4107,4834.322546
665.0,4277,4838.665012
325.0,3063,4841.801533
580.0,3669,4845.588882
600.0,4199,4849.897107
610.0,3437,4853.410336
735.0,3536,4857.054783
525.0,3167,4860.394388
695.0,3739,4864.476548
750.0,4159,4868.848901
800.0,4431,4873.439471
475.0,3287,4876.793444
