#{"t_start": 1767463184.6021311, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
425.0,3619,2.448708
60.0,1967,3.906244
135.0,2087,5.424243
105.0,2059,6.950494
840.0,4323,10.35778
200.0,2809,12.531007
140.0,2769,14.69993
105.0,2331,16.550728
90.0,1965,18.094523
215.0,2039,19.639525
140.0,1939,21.092438
215.0,3799,24.222847
95.0,1775,25.691409
180.0,2059,27.382465
55.0,1141,28.372462
180.0,3505,31.32373
