#{"t_start": 1767463123.2925947, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
35.0,1733,2.021239
65.0,1199,2.282227
155.0,2183,3.503538
165.0,2001,5.00802
135.0,2035,6.606552
160.0,1845,7.96851
255.0,2743,10.234544
120.0,1423,11.400148
215.0,2191,13.13706
300.0,2427,15.136097
415.0,2715,17.328127
55.0,1111,18.31888
155.0,1987,19.92388
285.0,2695,22.128422
185.0,2577,24.210333
70.0,1517,25.438115
170.0,2847,27.813128
390.0,3813,31.015558
