#{"t_start": 1767463300.4808292, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
105.0,1507,2.0015
365.0,3137,3.5115
75.0,1495,5.141115
80.0,2723,8.090477
60.0,1175,9.386465
185.0,2059,11.673465
110.0,2067,13.919846
45.0,2711,16.896948
420.0,4445,21.928358
320.0,3112,25.229169
110.0,1699,27.124352
20.0,1543,28.834474
35.0,1249,30.200758
115.0,2707,33.166978
260.0,4506,38.096347
170.0,2705,41.096287
80.0,1193,42.355858
