#{"t_start": 1767461762.6770012, "env_id": "SpaceInvadersNoFrameskip-v4"}
r,l,t
45.0,1555,1.626624
15.0,1219,1.895624
140.0,2511,5.086514
615.0,3699,14.203041
270.0,2881,21.166121
350.0,3311,29.279389
130.0,1771,33.494246
215.0,2445,39.383587
465.0,2275,44.849122
380.0,4145,54.903915
480.0,2595,61.165402
325.0,2827,68.074507
170.0,2099,73.242068
415.0,3199,81.15277
695.0,4097,91.24636
